Name,Rank,Sector,User Rating
"Sri Sri Institute of Technology and Management, Kanshiram Nagar",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sri-sri-institute-of-technology-and-management-kanshiram-nagar?icn=college_page&ici=clg_2949_college_listing_tuple
"Sri Vani School of Engineering, Krishna",B.Tech Electronics and Communication Engineering,Private,https://www.careers360.com/colleges/sri-vani-school-of-engineering-krishna?icn=college_page&ici=clg_2945_college_listing_tuple
"Sri Venkateswara Institute of Science and Information Technology, West Godavari",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/sri-venkateswara-institute-of-science-and-information-technology-west-godavari?icn=college_page&ici=clg_2934_college_listing_tuple
"Sri Venkateswara Institute of Science and Technology, Kadapa",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/sri-venkateswara-institute-of-science-and-technology-kadapa?icn=college_page&ici=clg_2933_college_listing_tuple
"Srinivasa Institute of Engineering and Technology, Amalapuram",B.Tech Automobile Engineering,Private,https://www.careers360.com/colleges/srinivasa-institute-of-engineering-and-technology-amalapuram?icn=college_page&ici=clg_2923_college_listing_tuple
"St Aloysius Institute of Technology, Jabalpur",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/st-aloysius-institute-of-technology-jabalpur?icn=college_page&ici=clg_2912_college_listing_tuple
"St Aloysius Institute of Technology, Jabalpur",BBA,Private,https://www.careers360.com/colleges/st-aloysius-institute-of-technology-jabalpur?icn=college_page&ici=clg_2912_college_listing_tuple
"St Angelo's Professional Education, Mumbai",BAMS,Private,https://www.careers360.com/colleges/st-angelos-professional-education-mumbai?icn=college_page&ici=clg_40287_college_listing_tuple
"St Joseph's Institute of Technology, Chennai",BE Civil Engineering,Private,https://www.careers360.com/colleges/st-josephs-institute-of-technology-chennai?icn=college_page&ici=clg_2897_college_listing_tuple
"St Joseph's Institute of Technology, Chennai",BE Civil Engineering,Private,https://www.careers360.com/colleges/st-josephs-institute-of-technology-chennai?icn=college_page&ici=clg_2897_college_listing_tuple
"St Mary's Group of Institutions College of Engineering and Technology, Hyderabad",B.Tech Automobile Engineering,Private,https://www.careers360.com/colleges/st-marys-group-of-institutions-college-of-engineering-and-technology-hyderabad?icn=college_page&ici=clg_2904_college_listing_tuple
"St Mary's Group of Institutions College of Engineering and Technology, Hyderabad",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/st-marys-group-of-institutions-college-of-engineering-and-technology-hyderabad?icn=college_page&ici=clg_2904_college_listing_tuple
"St Mary's Technical Campus, Kolkata",MBA Digital Marketing,Private,https://www.careers360.com/colleges/st-marys-technical-campus-kolkata?icn=college_page&ici=clg_2903_college_listing_tuple
"St Mary's Technical Campus, Kolkata",MBA Digital Marketing,Private,https://www.careers360.com/colleges/st-marys-technical-campus-kolkata?icn=college_page&ici=clg_2903_college_listing_tuple
"St Marys Group of Institutions, Guntur",B.Tech Artificial Intelligence and Data Science,Private,https://www.careers360.com/colleges/st-marys-group-of-institutions-guntur?icn=college_page&ici=clg_2905_college_listing_tuple
"St Marys Group of Institutions, Guntur",B.Tech Artificial Intelligence and Data Science,Private,https://www.careers360.com/colleges/st-marys-group-of-institutions-guntur?icn=college_page&ici=clg_2905_college_listing_tuple
"St Michael College of Engineering and Technology, Kalayarkoil",B.Tech Artificial Intelligence and Data Science,Private,https://www.careers360.com/colleges/st-michael-college-of-engineering-and-technology-kalayarkoil?icn=college_page&ici=clg_2894_college_listing_tuple
"St Peter's College of Engineering and Technology, Chennai",B.Tech Artificial Intelligence and Data Science,Private,https://www.careers360.com/colleges/st-peters-college-of-engineering-and-technology-chennai?icn=college_page&ici=clg_2902_college_listing_tuple
"St Peter's College of Engineering and Technology, Chennai",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/st-peters-college-of-engineering-and-technology-chennai?icn=college_page&ici=clg_2902_college_listing_tuple
"St Soldier Institute of Engineering and Technology, Jalandhar",MBA,Private,https://www.careers360.com/colleges/st-soldier-institute-of-engineering-and-technology-jalandhar?icn=college_page&ici=clg_2901_college_listing_tuple
"St Soldier Institute of Engineering and Technology, Jalandhar",MBA,Private,https://www.careers360.com/colleges/st-soldier-institute-of-engineering-and-technology-jalandhar?icn=college_page&ici=clg_2901_college_listing_tuple
"Swami Parmanand College of Engineering and Technology, Mohali",BE Mechanical Engineering,Private,https://www.careers360.com/colleges/swami-parmanand-college-of-engineering-and-technology-mohali?icn=college_page&ici=clg_2852_college_listing_tuple
"Swami Sarvanand Institute of Management and Technology, Gurdaspur",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/swami-sarvanand-institute-of-management-and-technology-gurdaspur?icn=college_page&ici=clg_2849_college_listing_tuple
"Swami Vivekanand Institute of Technology, Sagar",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/swami-vivekanand-institute-of-technology-sagar?icn=college_page&ici=clg_2846_college_listing_tuple
"Syed Ammal Engineering College, Ramanathapuram",BE Civil Engineering,Private,https://www.careers360.com/colleges/syed-ammal-engineering-college-ramanathapuram?icn=college_page&ici=clg_2835_college_listing_tuple
"Syed Hashim College of Science and Technology, Siddipet",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/syed-hashim-college-of-science-and-technology-siddipet?icn=college_page&ici=clg_2834_college_listing_tuple
"Symbiosis Pune - Symbiosis International University, Pune",B.Tech Computer Engineering,Private,https://www.careers360.com/university/symbiosis-international-university-pune?icn=college_page&ici=clg_733_college_listing_tuple
"TERII Kurukshetra - Technology Education and Research Institute, Kurukshetra",MBA,Private,https://www.careers360.com/colleges/technology-education-and-research-integrated-institutions-kurukshetra?icn=college_page&ici=clg_2811_college_listing_tuple
"TISS Mumbai - Tata Institute of Social Sciences, Mumbai",MBA,Private,https://www.careers360.com/university/tata-institute-of-social-sciences-mumbai?icn=college_page&ici=clg_488_college_listing_tuple
"TRR Engineering College, Patancheru",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/trr-engineering-college-patancheru?icn=college_page&ici=clg_2765_college_listing_tuple
"TRR Engineering College, Patancheru",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/trr-engineering-college-patancheru?icn=college_page&ici=clg_2765_college_listing_tuple
"Tagore Institute of Engineering and Technology, Salem",BCA,Private,https://www.careers360.com/colleges/tagore-institute-of-engineering-and-technology-salem?icn=college_page&ici=clg_2822_college_listing_tuple
"Tamilnadu College of Engineering, Coimbatore",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/tamilnadu-college-of-engineering-coimbatore?icn=college_page&ici=clg_2819_college_listing_tuple
"Tamizhan College of Engineering and Technology, Kanyakumari",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/tamizhan-college-of-engineering-and-technology-kanyakumari?icn=college_page&ici=clg_2818_college_listing_tuple
"Techno International New Town, Kolkata",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/techno-international-new-town-kolkata?icn=college_page&ici=clg_2815_college_listing_tuple
"Teegala Krishna Reddy Engineering College, Hyderabad",BBA,Private,https://www.careers360.com/colleges/teegala-krishna-reddy-engineering-college-hyderabad?icn=college_page&ici=clg_2810_college_listing_tuple
"Tejaa Shakthi Institute of Technology for Women, Coimbatore",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/tejaa-shakthi-institute-of-technology-for-women-coimbatore?icn=college_page&ici=clg_2809_college_listing_tuple
"Tezpur University - Tezpur University, Tezpur",B.Tech Electrical Engineering,Public/Govt,https://www.careers360.com/university/tezpur-university-tezpur?icn=college_page&ici=clg_125_college_listing_tuple
"Thamirabharani Engineering College, Tirunelveli",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/thamirabharani-engineering-college-tirunelveli?icn=college_page&ici=clg_2800_college_listing_tuple
"Thapar University - Thapar Institute of Engineering and Technology, Patiala",B.Arch,Private,https://www.careers360.com/university/thapar-institute-of-engineering-and-technology-patiala?icn=college_page&ici=clg_174_college_listing_tuple
"The Vazir Sultan College of Engineering, Khammam",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/the-vazir-sultan-college-of-engineering-khammam?icn=college_page&ici=clg_2788_college_listing_tuple
"The Vazir Sultan College of Engineering, Khammam",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/the-vazir-sultan-college-of-engineering-khammam?icn=college_page&ici=clg_2788_college_listing_tuple
"Thirumalai Engineering College, Kancheepuram",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/thirumalai-engineering-college-kancheepuram?icn=college_page&ici=clg_2783_college_listing_tuple
"Tontadarya College of Engineering, Gadag",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/tontadarya-college-of-engineering-gadag?icn=college_page&ici=clg_2778_college_listing_tuple
"Trinity College of Engineering and Research, Pune",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/trinity-college-of-engineering-and-research-pune?icn=college_page&ici=clg_2773_college_listing_tuple
"Trinity College of Engineering, Thiruvananthapuram",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/trinity-college-of-engineering-thiruvananthapuram?icn=college_page&ici=clg_2771_college_listing_tuple
"Tripura Institute of Technology, Agartala",B.Tech Computer Science and Engineering,Public/Govt,https://www.careers360.com/colleges/tripura-institute-of-technology-agartala?icn=college_page&ici=clg_2769_college_listing_tuple
"Tripura Institute of Technology, Agartala",B.Tech Civil Engineering,Public/Govt,https://www.careers360.com/colleges/tripura-institute-of-technology-agartala?icn=college_page&ici=clg_2769_college_listing_tuple
"UCET Guntur - Universal College of Engineering and Technology, Guntur",B.Tech Chemical Engineering,Private,https://www.careers360.com/colleges/universal-college-of-engineering-and-technology-guntur?icn=college_page&ici=clg_2750_college_listing_tuple
"UCET Guntur - Universal College of Engineering and Technology, Guntur",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/universal-college-of-engineering-and-technology-guntur?icn=college_page&ici=clg_2750_college_listing_tuple
"UICT Jalgaon - University Institute of Chemical Technology, Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",B.Tech Mechanical Engineering,Public/Govt,https://www.careers360.com/colleges/university-institute-of-chemical-technology-kavayitri-bahinabai-chaudhari-north-maharashtra-university-jalgaon?icn=college_page&ici=clg_2743_college_listing_tuple
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",Diploma in German,Public/Govt,https://www.careers360.com/university/savitribai-phule-pune-university-pune?icn=college_page&ici=clg_597_college_listing_tuple
"UPES Dehradun - University of Petroleum and Energy Studies, Dehradun",MA Kannada,Private,https://www.careers360.com/university/university-of-petroleum-and-energy-studies-dehradun?icn=college_page&ici=clg_80_college_listing_tuple
"UPTTI Kanpur - UP Textile Technology Institute, Kanpur",B.Tech Civil Engineering,Public/Govt,https://www.careers360.com/colleges/up-textile-technology-institute-kanpur?icn=college_page&ici=clg_2485_college_listing_tuple
"Udaya School of Engineering, Kanyakumari",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/udaya-school-of-engineering-kanyakumari?icn=college_page&ici=clg_2757_college_listing_tuple
"Udaya School of Engineering, Kanyakumari",BE Civil Engineering,Private,https://www.careers360.com/colleges/udaya-school-of-engineering-kanyakumari?icn=college_page&ici=clg_2757_college_listing_tuple
"University College of Engineering, Kariavattom",B.Tech Computer Science and Engineering,Public/Govt,https://www.careers360.com/colleges/university-college-of-engineering-kariavattom?icn=college_page&ici=clg_2745_college_listing_tuple
"University School of Chemical Technology, Delhi",BE Electronics and Communication Engineering,Public/Govt,https://www.careers360.com/colleges/university-school-of-chemical-technology-delhi?icn=college_page&ici=clg_2474_college_listing_tuple
"University of Hyderabad - University of Hyderabad, Hyderabad",MA Economics,Public/Govt,https://www.careers360.com/university/university-of-hyderabad-hyderabad?icn=college_page&ici=clg_584_college_listing_tuple
"VESIT Mumbai - Vivekanand Education Society's Institute of Technology, Chembur",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/vivekanand-education-societys-institute-of-technology-chembur?icn=college_page&ici=clg_2620_college_listing_tuple
"VESIT Mumbai - Vivekanand Education Society's Institute of Technology, Chembur",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/vivekanand-education-societys-institute-of-technology-chembur?icn=college_page&ici=clg_2620_college_listing_tuple
"VIF College of Engineering and Technology, Moinabad",BE Civil Engineering,Private,https://www.careers360.com/colleges/vif-college-of-engineering-and-technology-moinabad?icn=college_page&ici=clg_2666_college_listing_tuple
"VIT Vellore - Vellore Institute of Technology, Vellore",MCA,Private,https://www.careers360.com/university/vellore-institute-of-technology-vellore?icn=college_page&ici=clg_21_college_listing_tuple
"VITS Ghaziabad - Vivekanand Institute of Technology and Science, Ghaziabad",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/vivekanand-institute-of-technology-and-science-ghaziabad?icn=college_page&ici=clg_2618_college_listing_tuple
"VITS Ghaziabad - Vivekanand Institute of Technology and Science, Ghaziabad",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/vivekanand-institute-of-technology-and-science-ghaziabad?icn=college_page&ici=clg_2618_college_listing_tuple
"VITS Indore - Vindhya Institute of Technology and Science, Indore",B.Tech Artificial Intelligence and Machine Learning,Private,https://www.careers360.com/colleges/vindhya-institute-of-technology-and-science-indore?icn=college_page&ici=clg_2642_college_listing_tuple
VNIT Nagpur - Visvesvaraya National Institute of Technology Nagpur,M.Voc Mobile Phone Application Development,Public/Govt,https://www.careers360.com/university/visvesvaraya-national-institute-of-technology-nagpur?icn=college_page&ici=clg_144_college_listing_tuple
"VREC Nizamabad - Vijay Rural Engineering College, Nizamabad",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/vijay-rural-engineering-college-nizamabad?icn=college_page&ici=clg_2655_college_listing_tuple
"Vedhantha Institute of Technology, Villupuram",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/vedhantha-institute-of-technology-villupuram?icn=college_page&ici=clg_2707_college_listing_tuple
"Vidhyapeeth Institute of Science and Technology, Bhopal",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/vidhyapeeth-institute-of-science-and-technology-bhopal?icn=college_page&ici=clg_2685_college_listing_tuple
"Vidyabharti Trust Institute of Technology and Research Centre, Surat",BE Civil Engineering,Private,https://www.careers360.com/colleges/vidyabharti-trust-institute-of-technology-and-research-centre-surat?icn=college_page&ici=clg_2671_college_listing_tuple
"Vijaya Engineering College, Khammam",MBA,Private,https://www.careers360.com/colleges/vijaya-engineering-college-khammam?icn=college_page&ici=clg_2654_college_listing_tuple
"Vikas College of Engineering and Technology, Vijayawada",MBA,Private,https://www.careers360.com/colleges/vikas-college-of-engineering-and-technology-vijayawada?icn=college_page&ici=clg_2672_college_listing_tuple
"Vilasrao Deshmukh Foundation Group of Institutions- School of Engineering and Technology, Latur",B.Tech Artificial Intelligence and Machine Learning,Private,https://www.careers360.com/colleges/vilasrao-deshmukh-foundation-group-of-institutions-school-of-engineering-and-technology-latur?icn=college_page&ici=clg_2645_college_listing_tuple
"Vision Institute of Technology, Kanpur",B.Tech Biotechnology,Private,https://www.careers360.com/colleges/vision-institute-of-technology-kanpur?icn=college_page&ici=clg_2629_college_listing_tuple
"Visvesvaraya Technological University, Belagavi",B.Sc and B.Ed Mathematics Integrated,Public/Govt,https://www.careers360.com/null?icn=college_page&ici=clg_836_college_listing_tuple
"Viswajyothi College of Engineering and Technology, Ernakulam",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/viswajyothi-college-of-engineering-and-technology-ernakulam?icn=college_page&ici=clg_2627_college_listing_tuple
"Vivekananda Institute of Technology, Bangalore",BE Civil Engineering,Private,https://www.careers360.com/colleges/vivekananda-institute-of-technology-bangalore?icn=college_page&ici=clg_2613_college_listing_tuple
"Vivekananda Institute of Technology, Bangalore",BE Civil Engineering,Private,https://www.careers360.com/colleges/vivekananda-institute-of-technology-bangalore?icn=college_page&ici=clg_2613_college_listing_tuple
"Vivekananda Institute of Technology, Bhubaneswar",B.Tech Artificial Intelligence and Data Science,Private,https://www.careers360.com/colleges/vivekananda-institute-of-technology-bhubaneswar?icn=college_page&ici=clg_2621_college_listing_tuple
"Vivekananda Institute of Technology, Bhubaneswar",B.Tech Artificial Intelligence and Data Science,Private,https://www.careers360.com/colleges/vivekananda-institute-of-technology-bhubaneswar?icn=college_page&ici=clg_2621_college_listing_tuple
"WCTM Gurgaon - World College of Technology and Management, Gurgaon",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/world-college-of-technology-and-management-gurgaon?icn=college_page&ici=clg_2592_college_listing_tuple
"WCTM Gurgaon - World College of Technology and Management, Gurgaon",B.Tech Computer Science and Engineering,Private,https://www.careers360.com/colleges/world-college-of-technology-and-management-gurgaon?icn=college_page&ici=clg_2592_college_listing_tuple
"Wellfare Institute of Science Technology and Management, Visakhapatnam",B.Tech Mechanical Engineering,Private,https://www.careers360.com/colleges/wellfare-institute-of-science-technology-and-management-visakhapatnam?icn=college_page&ici=clg_2595_college_listing_tuple
"Wellfare Institute of Science Technology and Management, Visakhapatnam",B.Tech Artificial Intelligence and Data Science,Private,https://www.careers360.com/colleges/wellfare-institute-of-science-technology-and-management-visakhapatnam?icn=college_page&ici=clg_2595_college_listing_tuple
"Women's Institute of Engineering and Technology, Sitapur",B.Tech Computer Science and Engineering,Public/Govt,https://www.careers360.com/colleges/womens-institute-of-engineering-and-technology-sitapur?icn=college_page&ici=clg_2593_college_listing_tuple
"Women's Institute of Engineering and Technology, Sitapur",B.Tech Computer Science and Engineering,Public/Govt,https://www.careers360.com/colleges/womens-institute-of-engineering-and-technology-sitapur?icn=college_page&ici=clg_2593_college_listing_tuple
"Yadavrao Tasgaonkar College of Engineering and Management, Raigad",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/yadavrao-tasgaonkar-college-of-engineering-and-management-raigad?icn=college_page&ici=clg_2589_college_listing_tuple
"Yadavrao Tasgaonkar College of Engineering and Management, Raigad",B.Tech Civil Engineering,Private,https://www.careers360.com/colleges/yadavrao-tasgaonkar-college-of-engineering-and-management-raigad?icn=college_page&ici=clg_2589_college_listing_tuple
"Yaduvanshi College of Engineering and Technology, Mahendergarh",BE Computer Science and Engineering,Private,https://www.careers360.com/colleges/yaduvanshi-college-of-engineering-and-technology-mahendergarh?icn=college_page&ici=clg_2587_college_listing_tuple
